,jobtitle,company,city,location,salarytxt,paybase,summary
12270,director of digital marketing,Natera,San+Jose,"Redwood City, CA",NaN,NaN,"the director, digital marketing is responsible for driving patient and physician leads to new business through rigorous data analytics and consistent roi..."
12271,sr staff service engineer,Box,San+Jose,"Redwood City, CA 94063",NaN,NaN,"join an elite team of service engineers, capacity & performance engineers, data scientists, and operations professionals with alums from top tech companies..."
12272,staff/sr. staff software engineer - java (client/server infrastructure),Palo Alto Networks,San+Jose,"Santa Clara, CA 95054",NaN,NaN,"design and implement different architectural models for our scalable data processing, as well as scalable data storage...."
12273,cls relief,Stanford Health Care,San+Jose,"Palo Alto, CA 94305",NaN,NaN,"clinical laboratory scientist (cls). reference, or supervising clinical laboratory scientist. ability to analyze data, draw conclusions and interpret results...."
12274,"embedded platform architect, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12275,"senior director, cloud engineering",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12276,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12277,scientific software engineer,Citrine,San+Jose,"Redwood City, CA",NaN,NaN,"support data scientists in their interactions with customers. experience in scientific computing development, data processing, or machine learning...."
12278,senior technical program manager,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12279,"data scientist, infrastructure",Facebook,San+Jose,"Menlo Park, CA",NaN,NaN,"leverage data and business principles to solve large scale web, mobile and data infrastructure problems. 5+ years of data mining / analytics...."
12280,director of digital marketing,Natera,San+Jose,"Redwood City, CA",NaN,NaN,"the director, digital marketing is responsible for driving patient and physician leads to new business through rigorous data analytics and consistent roi..."
12281,sr staff service engineer,Box,San+Jose,"Redwood City, CA 94063",NaN,NaN,"join an elite team of service engineers, capacity & performance engineers, data scientists, and operations professionals with alums from top tech companies..."
12282,staff/sr. staff software engineer - java (client/server infrastructure),Palo Alto Networks,San+Jose,"Santa Clara, CA 95054",NaN,NaN,"design and implement different architectural models for our scalable data processing, as well as scalable data storage...."
12283,cls relief,Stanford Health Care,San+Jose,"Palo Alto, CA 94305",NaN,NaN,"clinical laboratory scientist (cls). reference, or supervising clinical laboratory scientist. ability to analyze data, draw conclusions and interpret results...."
12284,"embedded platform architect, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12285,"senior director, cloud engineering",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12286,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12287,scientific software engineer,Citrine,San+Jose,"Redwood City, CA",NaN,NaN,"support data scientists in their interactions with customers. experience in scientific computing development, data processing, or machine learning...."
12288,senior technical program manager,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12289,"data scientist, infrastructure",Facebook,San+Jose,"Menlo Park, CA",NaN,NaN,"leverage data and business principles to solve large scale web, mobile and data infrastructure problems. 5+ years of data mining / analytics...."
12290,director of digital marketing,Natera,San+Jose,"Redwood City, CA",NaN,NaN,"the director, digital marketing is responsible for driving patient and physician leads to new business through rigorous data analytics and consistent roi..."
12291,sr staff service engineer,Box,San+Jose,"Redwood City, CA 94063",NaN,NaN,"join an elite team of service engineers, capacity & performance engineers, data scientists, and operations professionals with alums from top tech companies..."
12292,staff/sr. staff software engineer - java (client/server infrastructure),Palo Alto Networks,San+Jose,"Santa Clara, CA 95054",NaN,NaN,"design and implement different architectural models for our scalable data processing, as well as scalable data storage...."
12293,cls relief,Stanford Health Care,San+Jose,"Palo Alto, CA 94305",NaN,NaN,"clinical laboratory scientist (cls). reference, or supervising clinical laboratory scientist. ability to analyze data, draw conclusions and interpret results...."
12294,"embedded platform architect, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12295,"senior director, cloud engineering",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12296,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12297,scientific software engineer,Citrine,San+Jose,"Redwood City, CA",NaN,NaN,"support data scientists in their interactions with customers. experience in scientific computing development, data processing, or machine learning...."
12298,senior technical program manager,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12299,senior software engineer - fixed networks gainspeed,Nokia,San+Jose,"Mountain View, CA",NaN,NaN,"serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
12300,"scientist, manufacturing and process development","Relypsa, Inc.",San+Jose,"Redwood City, CA 94063",NaN,NaN,works on complex problems/projects where analysis of situation or data requires an in-depth evaluation of multiple factors....
12301,software development engineer in test (sdet) - senior position 1207262,Cisco,San+Jose,"San Jose, CA",NaN,NaN,"cisco’s data platform team consists of data scientists, data modelers/analysts, and platform engineers collaborating on building the next generation data..."
12302,data scientist,Sumeru,San+Jose,"San Jose, CA",NaN,NaN,"data scientist skills required * machine learning * statistical knowledge * hadoop job type: contract job location: * san jose,"
12303,relevance engineer,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"experience with big data / hadoop and nosql preferred. machine-learning, data mining, nlp, search relevance, or information retrieval...."
12304,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12305,devops engineer,AppLovin,San+Jose,"Palo Alto, CA",NaN,NaN,"manage hadoop-like clusters with petabytes of data. the palo alto team comprises of smart, passionate data scientists + engineers who tackle challenging..."
12306,staff research scientist- algorithms,Neato Robotics,San+Jose,"Newark, CA",NaN,NaN,"hands on, practical experience integrating sensor data from multiple sources (lidar, camera, sonar, ultrasonic, imu, etc)...."
12307,"staff web developer, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12308,mechanical technologist (experienced),Sandia National Laboratories,San+Jose,"Livermore, CA",NaN,NaN,"your job would be to work with engineers and scientists design, build and test various experimental apparatuses...."
12309,senior software engineer - fixed networks gainspeed,Nokia,San+Jose,"Mountain View, CA",NaN,NaN,"serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
12310,"scientist, manufacturing and process development","Relypsa, Inc.",San+Jose,"Redwood City, CA 94063",NaN,NaN,works on complex problems/projects where analysis of situation or data requires an in-depth evaluation of multiple factors....
12311,software development engineer in test (sdet) - senior position 1207262,Cisco,San+Jose,"San Jose, CA",NaN,NaN,"cisco’s data platform team consists of data scientists, data modelers/analysts, and platform engineers collaborating on building the next generation data..."
12312,data scientist,Sumeru,San+Jose,"San Jose, CA",NaN,NaN,"data scientist skills required * machine learning * statistical knowledge * hadoop job type: contract job location: * san jose,"
12313,relevance engineer,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"experience with big data / hadoop and nosql preferred. machine-learning, data mining, nlp, search relevance, or information retrieval...."
12314,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12315,devops engineer,AppLovin,San+Jose,"Palo Alto, CA",NaN,NaN,"manage hadoop-like clusters with petabytes of data. the palo alto team comprises of smart, passionate data scientists + engineers who tackle challenging..."
12316,staff research scientist- algorithms,Neato Robotics,San+Jose,"Newark, CA",NaN,NaN,"hands on, practical experience integrating sensor data from multiple sources (lidar, camera, sonar, ultrasonic, imu, etc)...."
12317,"staff web developer, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12318,mechanical technologist (experienced),Sandia National Laboratories,San+Jose,"Livermore, CA",NaN,NaN,"your job would be to work with engineers and scientists design, build and test various experimental apparatuses...."
12319,senior software engineer - fixed networks gainspeed,Nokia,San+Jose,"Mountain View, CA",NaN,NaN,"serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
12320,"scientist, manufacturing and process development","Relypsa, Inc.",San+Jose,"Redwood City, CA 94063",NaN,NaN,works on complex problems/projects where analysis of situation or data requires an in-depth evaluation of multiple factors....
12321,software development engineer in test (sdet) - senior position 1207262,Cisco,San+Jose,"San Jose, CA",NaN,NaN,"cisco’s data platform team consists of data scientists, data modelers/analysts, and platform engineers collaborating on building the next generation data..."
12322,data scientist,Sumeru,San+Jose,"San Jose, CA",NaN,NaN,"data scientist skills required * machine learning * statistical knowledge * hadoop job type: contract job location: * san jose,"
12323,relevance engineer,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"experience with big data / hadoop and nosql preferred. machine-learning, data mining, nlp, search relevance, or information retrieval...."
12324,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12325,devops engineer,AppLovin,San+Jose,"Palo Alto, CA",NaN,NaN,"manage hadoop-like clusters with petabytes of data. the palo alto team comprises of smart, passionate data scientists + engineers who tackle challenging..."
12326,staff research scientist- algorithms,Neato Robotics,San+Jose,"Newark, CA",NaN,NaN,"hands on, practical experience integrating sensor data from multiple sources (lidar, camera, sonar, ultrasonic, imu, etc)...."
12327,"staff web developer, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12328,mechanical technologist (experienced),Sandia National Laboratories,San+Jose,"Livermore, CA",NaN,NaN,"your job would be to work with engineers and scientists design, build and test various experimental apparatuses...."
12329,senior software engineer - fixed networks gainspeed,Nokia,San+Jose,"Mountain View, CA",NaN,NaN,"serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
12330,"scientist, manufacturing and process development","Relypsa, Inc.",San+Jose,"Redwood City, CA 94063",NaN,NaN,works on complex problems/projects where analysis of situation or data requires an in-depth evaluation of multiple factors....
12331,software development engineer in test (sdet) - senior position 1207262,Cisco,San+Jose,"San Jose, CA",NaN,NaN,"cisco’s data platform team consists of data scientists, data modelers/analysts, and platform engineers collaborating on building the next generation data..."
12332,data scientist,Sumeru,San+Jose,"San Jose, CA",NaN,NaN,"data scientist skills required * machine learning * statistical knowledge * hadoop job type: contract job location: * san jose,"
12333,relevance engineer,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"experience with big data / hadoop and nosql preferred. machine-learning, data mining, nlp, search relevance, or information retrieval...."
12334,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12335,devops engineer,AppLovin,San+Jose,"Palo Alto, CA",NaN,NaN,"manage hadoop-like clusters with petabytes of data. the palo alto team comprises of smart, passionate data scientists + engineers who tackle challenging..."
12336,staff research scientist- algorithms,Neato Robotics,San+Jose,"Newark, CA",NaN,NaN,"hands on, practical experience integrating sensor data from multiple sources (lidar, camera, sonar, ultrasonic, imu, etc)...."
12337,"staff web developer, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12338,mechanical technologist (experienced),Sandia National Laboratories,San+Jose,"Livermore, CA",NaN,NaN,"your job would be to work with engineers and scientists design, build and test various experimental apparatuses...."
12339,"data scientist, infrastructure",Facebook,San+Jose,"Menlo Park, CA",NaN,NaN,"leverage data and business principles to solve large scale web, mobile and data infrastructure problems. 5+ years of data mining / analytics...."
12340,director of digital marketing,Natera,San+Jose,"Redwood City, CA",NaN,NaN,"the director, digital marketing is responsible for driving patient and physician leads to new business through rigorous data analytics and consistent roi..."
12341,sr staff service engineer,Box,San+Jose,"Redwood City, CA 94063",NaN,NaN,"join an elite team of service engineers, capacity & performance engineers, data scientists, and operations professionals with alums from top tech companies..."
12342,staff/sr. staff software engineer - java (client/server infrastructure),Palo Alto Networks,San+Jose,"Santa Clara, CA 95054",NaN,NaN,"design and implement different architectural models for our scalable data processing, as well as scalable data storage...."
12343,cls relief,Stanford Health Care,San+Jose,"Palo Alto, CA 94305",NaN,NaN,"clinical laboratory scientist (cls). reference, or supervising clinical laboratory scientist. ability to analyze data, draw conclusions and interpret results...."
12344,"embedded platform architect, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12345,"senior director, cloud engineering",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12346,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12347,scientific software engineer,Citrine,San+Jose,"Redwood City, CA",NaN,NaN,"support data scientists in their interactions with customers. experience in scientific computing development, data processing, or machine learning...."
12348,senior technical program manager,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12349,"data scientist, infrastructure",Facebook,San+Jose,"Menlo Park, CA",NaN,NaN,"leverage data and business principles to solve large scale web, mobile and data infrastructure problems. 5+ years of data mining / analytics...."
12350,director of digital marketing,Natera,San+Jose,"Redwood City, CA",NaN,NaN,"the director, digital marketing is responsible for driving patient and physician leads to new business through rigorous data analytics and consistent roi..."
12351,sr staff service engineer,Box,San+Jose,"Redwood City, CA 94063",NaN,NaN,"join an elite team of service engineers, capacity & performance engineers, data scientists, and operations professionals with alums from top tech companies..."
12352,staff/sr. staff software engineer - java (client/server infrastructure),Palo Alto Networks,San+Jose,"Santa Clara, CA 95054",NaN,NaN,"design and implement different architectural models for our scalable data processing, as well as scalable data storage...."
12353,cls relief,Stanford Health Care,San+Jose,"Palo Alto, CA 94305",NaN,NaN,"clinical laboratory scientist (cls). reference, or supervising clinical laboratory scientist. ability to analyze data, draw conclusions and interpret results...."
12354,"embedded platform architect, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12355,"senior director, cloud engineering",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12356,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12357,scientific software engineer,Citrine,San+Jose,"Redwood City, CA",NaN,NaN,"support data scientists in their interactions with customers. experience in scientific computing development, data processing, or machine learning...."
12358,senior technical program manager,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12359,"data scientist, infrastructure",Facebook,San+Jose,"Menlo Park, CA",NaN,NaN,"leverage data and business principles to solve large scale web, mobile and data infrastructure problems. 5+ years of data mining / analytics...."
12360,director of digital marketing,Natera,San+Jose,"Redwood City, CA",NaN,NaN,"the director, digital marketing is responsible for driving patient and physician leads to new business through rigorous data analytics and consistent roi..."
12361,sr staff service engineer,Box,San+Jose,"Redwood City, CA 94063",NaN,NaN,"join an elite team of service engineers, capacity & performance engineers, data scientists, and operations professionals with alums from top tech companies..."
12362,staff/sr. staff software engineer - java (client/server infrastructure),Palo Alto Networks,San+Jose,"Santa Clara, CA 95054",NaN,NaN,"design and implement different architectural models for our scalable data processing, as well as scalable data storage...."
12363,cls relief,Stanford Health Care,San+Jose,"Palo Alto, CA 94305",NaN,NaN,"clinical laboratory scientist (cls). reference, or supervising clinical laboratory scientist. ability to analyze data, draw conclusions and interpret results...."
12364,"embedded platform architect, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12365,"senior director, cloud engineering",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12366,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12367,scientific software engineer,Citrine,San+Jose,"Redwood City, CA",NaN,NaN,"support data scientists in their interactions with customers. experience in scientific computing development, data processing, or machine learning...."
12368,senior technical program manager,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12369,senior software engineer - fixed networks gainspeed,Nokia,San+Jose,"Mountain View, CA",NaN,NaN,"serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
12370,"scientist, manufacturing and process development","Relypsa, Inc.",San+Jose,"Redwood City, CA 94063",NaN,NaN,works on complex problems/projects where analysis of situation or data requires an in-depth evaluation of multiple factors....
12371,software development engineer in test (sdet) - senior position 1207262,Cisco,San+Jose,"San Jose, CA",NaN,NaN,"cisco’s data platform team consists of data scientists, data modelers/analysts, and platform engineers collaborating on building the next generation data..."
12372,data scientist,Sumeru,San+Jose,"San Jose, CA",NaN,NaN,"data scientist skills required * machine learning * statistical knowledge * hadoop job type: contract job location: * san jose,"
12373,relevance engineer,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"experience with big data / hadoop and nosql preferred. machine-learning, data mining, nlp, search relevance, or information retrieval...."
12374,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12375,devops engineer,AppLovin,San+Jose,"Palo Alto, CA",NaN,NaN,"manage hadoop-like clusters with petabytes of data. the palo alto team comprises of smart, passionate data scientists + engineers who tackle challenging..."
12376,staff research scientist- algorithms,Neato Robotics,San+Jose,"Newark, CA",NaN,NaN,"hands on, practical experience integrating sensor data from multiple sources (lidar, camera, sonar, ultrasonic, imu, etc)...."
12377,"staff web developer, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12378,mechanical technologist (experienced),Sandia National Laboratories,San+Jose,"Livermore, CA",NaN,NaN,"your job would be to work with engineers and scientists design, build and test various experimental apparatuses...."
12379,senior software engineer - fixed networks gainspeed,Nokia,San+Jose,"Mountain View, CA",NaN,NaN,"serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
12380,"scientist, manufacturing and process development","Relypsa, Inc.",San+Jose,"Redwood City, CA 94063",NaN,NaN,works on complex problems/projects where analysis of situation or data requires an in-depth evaluation of multiple factors....
12381,software development engineer in test (sdet) - senior position 1207262,Cisco,San+Jose,"San Jose, CA",NaN,NaN,"cisco’s data platform team consists of data scientists, data modelers/analysts, and platform engineers collaborating on building the next generation data..."
12382,data scientist,Sumeru,San+Jose,"San Jose, CA",NaN,NaN,"data scientist skills required * machine learning * statistical knowledge * hadoop job type: contract job location: * san jose,"
12383,relevance engineer,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"experience with big data / hadoop and nosql preferred. machine-learning, data mining, nlp, search relevance, or information retrieval...."
12384,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12385,devops engineer,AppLovin,San+Jose,"Palo Alto, CA",NaN,NaN,"manage hadoop-like clusters with petabytes of data. the palo alto team comprises of smart, passionate data scientists + engineers who tackle challenging..."
12386,staff research scientist- algorithms,Neato Robotics,San+Jose,"Newark, CA",NaN,NaN,"hands on, practical experience integrating sensor data from multiple sources (lidar, camera, sonar, ultrasonic, imu, etc)...."
12387,"staff web developer, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12388,mechanical technologist (experienced),Sandia National Laboratories,San+Jose,"Livermore, CA",NaN,NaN,"your job would be to work with engineers and scientists design, build and test various experimental apparatuses...."
12389,"data scientist, infrastructure",Facebook,San+Jose,"Menlo Park, CA",NaN,NaN,"leverage data and business principles to solve large scale web, mobile and data infrastructure problems. 5+ years of data mining / analytics...."
12390,director of digital marketing,Natera,San+Jose,"Redwood City, CA",NaN,NaN,"the director, digital marketing is responsible for driving patient and physician leads to new business through rigorous data analytics and consistent roi..."
12391,sr staff service engineer,Box,San+Jose,"Redwood City, CA 94063",NaN,NaN,"join an elite team of service engineers, capacity & performance engineers, data scientists, and operations professionals with alums from top tech companies..."
12392,staff/sr. staff software engineer - java (client/server infrastructure),Palo Alto Networks,San+Jose,"Santa Clara, CA 95054",NaN,NaN,"design and implement different architectural models for our scalable data processing, as well as scalable data storage...."
12393,cls relief,Stanford Health Care,San+Jose,"Palo Alto, CA 94305",NaN,NaN,"clinical laboratory scientist (cls). reference, or supervising clinical laboratory scientist. ability to analyze data, draw conclusions and interpret results...."
12394,"embedded platform architect, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12395,"senior director, cloud engineering",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12396,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12397,scientific software engineer,Citrine,San+Jose,"Redwood City, CA",NaN,NaN,"support data scientists in their interactions with customers. experience in scientific computing development, data processing, or machine learning...."
12398,senior technical program manager,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12399,senior software engineer - fixed networks gainspeed,Nokia,San+Jose,"Mountain View, CA",NaN,NaN,"serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
12400,"scientist, manufacturing and process development","Relypsa, Inc.",San+Jose,"Redwood City, CA 94063",NaN,NaN,works on complex problems/projects where analysis of situation or data requires an in-depth evaluation of multiple factors....
12401,software development engineer in test (sdet) - senior position 1207262,Cisco,San+Jose,"San Jose, CA",NaN,NaN,"cisco’s data platform team consists of data scientists, data modelers/analysts, and platform engineers collaborating on building the next generation data..."
12402,data scientist,Sumeru,San+Jose,"San Jose, CA",NaN,NaN,"data scientist skills required * machine learning * statistical knowledge * hadoop job type: contract job location: * san jose,"
12403,relevance engineer,Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"experience with big data / hadoop and nosql preferred. machine-learning, data mining, nlp, search relevance, or information retrieval...."
12404,senior software development engineer – search & machine learning,A9.com,San+Jose,"Palo Alto, CA",NaN,NaN,"experience with web-scale data processing. strong computer science fundamentals in data structures, algorithm design and complexity analysis...."
12405,devops engineer,AppLovin,San+Jose,"Palo Alto, CA",NaN,NaN,"manage hadoop-like clusters with petabytes of data. the palo alto team comprises of smart, passionate data scientists + engineers who tackle challenging..."
12406,staff research scientist- algorithms,Neato Robotics,San+Jose,"Newark, CA",NaN,NaN,"hands on, practical experience integrating sensor data from multiple sources (lidar, camera, sonar, ultrasonic, imu, etc)...."
12407,"staff web developer, vudu",Walmart eCommerce,San+Jose,"Sunnyvale, CA",NaN,NaN,"data scientists, front and back-end engineers, product managers, and web and ux/ui teams collaborate alongside e-commerce experts to envision, prototype, and..."
12408,mechanical technologist (experienced),Sandia National Laboratories,San+Jose,"Livermore, CA",NaN,NaN,"your job would be to work with engineers and scientists design, build and test various experimental apparatuses...."
12409,statistical programmer i,ABBOTT LABORATORIES,Minneapolis,"Saint Paul, MN",NaN,NaN,provides statistical programing support for assigned clinical studies or projects • creates analysis datasets per specifications for each study • programs...
12410,predictive analytics (machine learning),"Kennedy Unlimited Inc, Professional Staffing",Minneapolis,"Minneapolis, MN",135000.0,annual,"salary 130k to 140k we are assisting our client, an innovative new high growth leader, are you looking for more responsibility, more challenge. leadership"
12411,sr. data scientist,Ingersoll Rand,Minneapolis,"Saint Paul, MN",NaN,NaN,manage and grow a team of data scientists. ability to mentor and direct other data scientists and engineers. become the platform expert of data modeling tools....
12412,research scientist 3,State of Minnesota,Minneapolis,"Saint Paul, MN",57600.0,hourly,"in addition, the position will serve as a technical advisor to other cyshn section staff on research and evaluation activities related to design, data..."
12413,researcher 1,University of Minnesota,Minneapolis,"Minneapolis-Saint Paul, MN",NaN,NaN,"experience using analytical and sterile techniques, working under quality system, familiarity with tools, pumps, valves, and other mechanical devices, etc...."
12414,aws data scientist,Tangentia,Minneapolis,"Minneapolis, MN",NaN,NaN,"data visualization, data mining and predictive modelling. we are currently looking for a data scientist who has experience with aws or any other cloud and who..."
12415,post-doctoral associate,University of Minnesota,Minneapolis,"Minneapolis-Saint Paul, MN",NaN,NaN,"job responsibilities include conducting research, compiling and analyzing data, writing manuscripts and grants, mentoring undergraduate and graduate students,..."
12416,"senior machine learning engineer* (maplewood, mn)",3M,Minneapolis,"Maplewood, MN",NaN,NaN,"analyze, develop algorithms, and deploy solutions based on real-world data. experience in deep learning, machine learning, data science, computer vision,..."
12417,"post-doctoral associate, department of educational psychology",University of Minnesota,Minneapolis,"Minneapolis-Saint Paul, MN",NaN,NaN,"the scholar will contribute to ongoing research (e.g., study planning and data collection, data analysis, data management, oversight of undergraduate and..."
12418,immunobiology research scientist,Be The Match,Minneapolis,"Minneapolis, MN",NaN,NaN,"manages project data using database tools, spreadsheets, and reports. performs quality assurance review of immunogenetic data submitted by laboratories and..."
